what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321145889147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321145903080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321145980111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321146009957
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1321146010987
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146023461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146038383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146043838
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146052346
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146071022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146077935
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1321146101192
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146103526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146144084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146154423
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146175399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146309597
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1321146327778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146396402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321146420340
